,NFL Team,W,L,T,PCT,PF,PA,Net Pts,Home,Road,Div,Pct,Conf,Pct.1,Non-Conf,Strk,Last 5,year
1,Cincinnati RedsReds,3,6,1,0.333,38.0,110.0,-72.0,2 - 2 - 1,1 - 4 - 0,2 - 2 - 0,0.5,3 - 6 - 1,0.333,0 - 0 - 0,1W,3 - 2 - 0,1933
2,Philadelphia EaglesEagles,3,5,1,0.375,77.0,158.0,-81.0,2 - 3 - 1,1 - 2 - 0,1 - 2 - 0,0.333,3 - 5 - 1,0.375,0 - 0 - 0,2L,2 - 2 - 1,1933
3,Pittsburgh SteelersPirates,3,6,2,0.333,67.0,208.0,-141.0,2 - 3 - 0,1 - 3 - 2,1 - 5 - 1,0.167,3 - 6 - 2,0.333,0 - 0 - 0,3L,1 - 3 - 1,1933
4,Green Bay PackersPackers,5,7,1,0.417,170.0,107.0,63.0,3 - 2 - 1,2 - 5 - 0,2 - 4 - 0,0.333,5 - 7 - 1,0.417,0 - 0 - 0,1L,1 - 4 - 0,1933
5,New York YankeesDodgers,5,4,1,0.556,93.0,54.0,39.0,3 - 2 - 1,2 - 2 - 0,2 - 2 - 1,0.5,5 - 4 - 1,0.556,0 - 0 - 0,2L,3 - 2 - 0,1933
6,Washington CommandersRedskins,5,5,2,0.5,103.0,97.0,6.0,4 - 2 - 0,1 - 3 - 2,2 - 3 - 0,0.4,5 - 5 - 2,0.5,0 - 0 - 0,1T,2 - 2 - 1,1933
7,Detroit LionsSpartans,6,5,0,0.545,128.0,87.0,41.0,4 - 1 - 0,2 - 4 - 0,3 - 4 - 0,0.429,6 - 5 - 0,0.545,0 - 0 - 0,3L,1 - 4 - 0,1933
8,Chicago BearsBears,10,2,1,0.833,133.0,82.0,51.0,6 - 0 - 0,4 - 2 - 1,7 - 0 - 0,1.0,10 - 2 - 1,0.833,0 - 0 - 0,4W,4 - 1 - 0,1933
9,New York GiantsGiants,11,3,0,0.786,244.0,101.0,143.0,7 - 0 - 0,4 - 3 - 0,7 - 1 - 0,0.875,11 - 3 - 0,0.786,0 - 0 - 0,7W,5 - 0 - 0,1933
0,Cincinnati RedsReds,0,8,0,0.0,10.0,243.0,-233.0,0 - 4 - 0,0 - 4 - 0,0 - 6 - 0,0.0,0 - 8 - 0,0.0,0 - 0 - 0,8L,0 - 5 - 0,1934
1,St. Louis GunnersGunners,1,2,0,0.333,27.0,61.0,-34.0,1 - 1 - 0,0 - 1 - 0,0 - 2 - 0,0.0,1 - 2 - 0,0.333,0 - 0 - 0,2L,1 - 2 - 0,1934
2,Pittsburgh SteelersPirates,2,10,0,0.167,51.0,206.0,-155.0,1 - 5 - 0,1 - 5 - 0,1 - 7 - 0,0.125,2 - 10 - 0,0.167,0 - 0 - 0,7L,0 - 5 - 0,1934
3,New York YankeesDodgers,4,7,0,0.364,61.0,153.0,-92.0,2 - 4 - 0,2 - 3 - 0,4 - 4 - 0,0.5,4 - 7 - 0,0.364,0 - 0 - 0,3L,2 - 3 - 0,1934
4,Philadelphia EaglesEagles,4,7,0,0.364,127.0,85.0,42.0,2 - 4 - 0,2 - 3 - 0,3 - 5 - 0,0.375,4 - 7 - 0,0.364,0 - 0 - 0,2W,3 - 2 - 0,1934
5,Arizona CardinalsCardinals,5,6,0,0.455,80.0,84.0,-4.0,2 - 2 - 0,3 - 4 - 0,4 - 5 - 0,0.444,5 - 6 - 0,0.455,0 - 0 - 0,1W,3 - 2 - 0,1934
6,Washington CommandersRedskins,6,6,0,0.5,107.0,94.0,13.0,4 - 3 - 0,2 - 3 - 0,5 - 3 - 0,0.625,6 - 6 - 0,0.5,0 - 0 - 0,1W,2 - 3 - 0,1934
7,Green Bay PackersPackers,7,6,0,0.538,156.0,112.0,44.0,4 - 2 - 0,3 - 4 - 0,4 - 5 - 0,0.444,7 - 6 - 0,0.538,0 - 0 - 0,1W,2 - 3 - 0,1934
8,New York GiantsGiants,8,5,0,0.615,147.0,107.0,40.0,5 - 1 - 0,3 - 4 - 0,7 - 1 - 0,0.875,8 - 5 - 0,0.615,0 - 0 - 0,1L,3 - 2 - 0,1934
9,Detroit LionsLions,10,3,0,0.769,238.0,59.0,179.0,6 - 2 - 0,4 - 1 - 0,5 - 3 - 0,0.625,10 - 3 - 0,0.769,0 - 0 - 0,3L,2 - 3 - 0,1934
10,Chicago BearsBears,13,0,0,1.0,286.0,86.0,200.0,5 - 0 - 0,8 - 0 - 0,8 - 0 - 0,1.0,13 - 0 - 0,1.0,0 - 0 - 0,13W,5 - 0 - 0,1934
0,Philadelphia EaglesEagles,2,9,0,0.182,60.0,179.0,-119.0,0 - 5 - 0,2 - 4 - 0,2 - 5 - 0,0.286,2 - 9 - 0,0.182,0 - 0 - 0,5L,0 - 5 - 0,1935
1,Washington CommandersRedskins,2,8,1,0.2,65.0,123.0,-58.0,2 - 5 - 0,0 - 3 - 1,2 - 4 - 1,0.333,2 - 8 - 1,0.2,0 - 0 - 0,1T,1 - 3 - 1,1935
2,Pittsburgh SteelersPirates,4,8,0,0.333,100.0,209.0,-109.0,2 - 5 - 0,2 - 3 - 0,3 - 5 - 0,0.375,4 - 8 - 0,0.333,0 - 0 - 0,3L,1 - 4 - 0,1935
3,New York YankeesDodgers,5,6,1,0.455,90.0,141.0,-51.0,3 - 2 - 1,2 - 4 - 0,3 - 4 - 1,0.429,5 - 6 - 1,0.455,0 - 0 - 0,1T,1 - 3 - 1,1935
4,Arizona CardinalsCardinals,6,4,2,0.6,99.0,97.0,2.0,2 - 2 - 0,4 - 2 - 2,3 - 2 - 2,0.6,6 - 4 - 2,0.6,0 - 0 - 0,1L,2 - 2 - 1,1935
5,Chicago BearsBears,6,4,2,0.6,192.0,106.0,86.0,1 - 2 - 2,5 - 2 - 0,1 - 3 - 2,0.25,6 - 4 - 2,0.6,0 - 0 - 0,1W,1 - 2 - 2,1935
6,Detroit LionsLions,7,3,2,0.7,191.0,111.0,80.0,5 - 0 - 1,2 - 3 - 1,3 - 2 - 2,0.6,7 - 3 - 2,0.7,0 - 0 - 0,2W,3 - 1 - 1,1935
7,Green Bay PackersPackers,8,4,0,0.667,181.0,96.0,85.0,5 - 2 - 0,3 - 2 - 0,4 - 4 - 0,0.5,8 - 4 - 0,0.667,0 - 0 - 0,1W,3 - 2 - 0,1935
8,New York GiantsGiants,9,3,0,0.75,180.0,96.0,84.0,4 - 2 - 0,5 - 1 - 0,8 - 0 - 0,1.0,9 - 3 - 0,0.75,0 - 0 - 0,5W,5 - 0 - 0,1935
0,Philadelphia EaglesEagles,1,11,0,0.083,51.0,206.0,-155.0,1 - 6 - 0,0 - 5 - 0,1 - 7 - 0,0.125,1 - 11 - 0,0.083,0 - 0 - 0,11L,0 - 5 - 0,1936
1,Arizona CardinalsCardinals,3,8,1,0.273,74.0,143.0,-69.0,3 - 1 - 1,0 - 7 - 0,1 - 5 - 1,0.167,3 - 8 - 1,0.273,0 - 0 - 0,1T,3 - 1 - 1,1936
2,New York YankeesDodgers,3,8,1,0.273,92.0,161.0,-69.0,2 - 5 - 0,1 - 3 - 1,2 - 5 - 1,0.286,3 - 8 - 1,0.273,0 - 0 - 0,1L,1 - 4 - 0,1936
3,New York GiantsGiants,5,6,1,0.455,115.0,163.0,-48.0,3 - 3 - 1,2 - 3 - 0,3 - 3 - 1,0.5,5 - 6 - 1,0.455,0 - 0 - 0,1L,1 - 4 - 0,1936
4,Pittsburgh SteelersPirates,6,6,0,0.5,98.0,187.0,-89.0,4 - 1 - 0,2 - 5 - 0,6 - 1 - 0,0.857,6 - 6 - 0,0.5,0 - 0 - 0,3L,2 - 3 - 0,1936
5,Washington CommandersRedskins,7,5,0,0.583,149.0,110.0,39.0,4 - 3 - 0,3 - 2 - 0,6 - 2 - 0,0.75,7 - 5 - 0,0.583,0 - 0 - 0,3W,3 - 2 - 0,1936
6,Detroit LionsLions,8,4,0,0.667,235.0,102.0,133.0,5 - 1 - 0,3 - 3 - 0,3 - 3 - 0,0.5,8 - 4 - 0,0.667,0 - 0 - 0,1W,4 - 1 - 0,1936
7,Chicago BearsBears,9,3,0,0.75,222.0,94.0,128.0,3 - 1 - 0,6 - 2 - 0,3 - 3 - 0,0.5,9 - 3 - 0,0.75,0 - 0 - 0,2L,3 - 2 - 0,1936
8,Green Bay PackersPackers,10,1,1,0.909,248.0,118.0,130.0,5 - 1 - 0,5 - 0 - 1,5 - 1 - 1,0.833,10 - 1 - 1,0.909,0 - 0 - 0,1T,4 - 0 - 1,1936
0,Los Angeles RamsRams,1,10,0,0.091,75.0,207.0,-132.0,0 - 5 - 0,1 - 5 - 0,0 - 8 - 0,0.0,1 - 10 - 0,0.091,0 - 0 - 0,9L,0 - 5 - 0,1937
1,Philadelphia EaglesEagles,2,8,1,0.2,86.0,177.0,-91.0,0 - 5 - 1,2 - 3 - 0,2 - 6 - 0,0.25,2 - 8 - 1,0.2,0 - 0 - 0,1L,1 - 4 - 0,1937
2,New York YankeesDodgers,3,7,1,0.3,82.0,174.0,-92.0,1 - 3 - 1,2 - 4 - 0,2 - 5 - 1,0.286,3 - 7 - 1,0.3,0 - 0 - 0,1T,1 - 3 - 1,1937
3,Pittsburgh SteelersPirates,4,7,0,0.364,122.0,145.0,-23.0,2 - 4 - 0,2 - 3 - 0,4 - 4 - 0,0.5,4 - 7 - 0,0.364,0 - 0 - 0,1L,2 - 3 - 0,1937
4,Arizona CardinalsCardinals,5,5,1,0.5,135.0,165.0,-30.0,1 - 3 - 0,4 - 2 - 1,3 - 5 - 0,0.375,5 - 5 - 1,0.5,0 - 0 - 0,2L,2 - 3 - 0,1937
5,New York GiantsGiants,6,3,2,0.667,128.0,109.0,19.0,4 - 2 - 1,2 - 1 - 1,5 - 2 - 1,0.714,6 - 3 - 2,0.667,0 - 0 - 0,1L,2 - 2 - 1,1937
6,Detroit LionsLions,7,4,0,0.636,180.0,105.0,75.0,4 - 2 - 0,3 - 2 - 0,4 - 4 - 0,0.5,7 - 4 - 0,0.636,0 - 0 - 0,1L,3 - 2 - 0,1937
7,Green Bay PackersPackers,7,4,0,0.636,220.0,122.0,98.0,3 - 2 - 0,4 - 2 - 0,6 - 2 - 0,0.75,7 - 4 - 0,0.636,0 - 0 - 0,2L,3 - 2 - 0,1937
8,Washington CommandersRedskins,8,3,0,0.727,195.0,120.0,75.0,4 - 2 - 0,4 - 1 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,0 - 0 - 0,3W,4 - 1 - 0,1937
9,Chicago BearsBears,9,1,1,0.9,201.0,100.0,101.0,4 - 1 - 0,5 - 0 - 1,7 - 1 - 0,0.875,9 - 1 - 1,0.9,0 - 0 - 0,4W,4 - 1 - 0,1937
0,Arizona CardinalsCardinals,2,9,0,0.182,111.0,168.0,-57.0,1 - 4 - 0,1 - 5 - 0,2 - 6 - 0,0.25,2 - 9 - 0,0.182,0 - 0 - 0,1W,1 - 4 - 0,1938
1,Pittsburgh SteelersPirates,2,9,0,0.182,79.0,169.0,-90.0,0 - 5 - 0,2 - 4 - 0,2 - 6 - 0,0.25,2 - 9 - 0,0.182,0 - 0 - 0,6L,0 - 5 - 0,1938
2,Los Angeles RamsRams,4,7,0,0.364,131.0,215.0,-84.0,2 - 2 - 0,2 - 5 - 0,3 - 5 - 0,0.375,4 - 7 - 0,0.364,0 - 0 - 0,1W,1 - 4 - 0,1938
3,New York YankeesDodgers,4,4,3,0.5,131.0,161.0,-30.0,2 - 2 - 2,2 - 2 - 1,3 - 2 - 3,0.6,4 - 4 - 3,0.5,0 - 0 - 0,1T,2 - 1 - 2,1938
4,Philadelphia EaglesEagles,5,6,0,0.455,154.0,164.0,-10.0,2 - 3 - 0,3 - 3 - 0,3 - 5 - 0,0.375,5 - 6 - 0,0.455,0 - 0 - 0,2W,3 - 2 - 0,1938
5,Chicago BearsBears,6,5,0,0.545,194.0,148.0,46.0,2 - 3 - 0,4 - 2 - 0,3 - 5 - 0,0.375,6 - 5 - 0,0.545,0 - 0 - 0,1L,2 - 3 - 0,1938
6,Washington CommandersRedskins,6,3,2,0.667,148.0,154.0,-6.0,3 - 1 - 1,3 - 2 - 1,4 - 2 - 2,0.667,6 - 3 - 2,0.667,0 - 0 - 0,1L,2 - 2 - 1,1938
7,Detroit LionsLions,7,4,0,0.636,119.0,108.0,11.0,4 - 3 - 0,3 - 1 - 0,6 - 2 - 0,0.75,7 - 4 - 0,0.636,0 - 0 - 0,1L,3 - 2 - 0,1938
8,Green Bay PackersPackers,8,3,0,0.727,223.0,118.0,105.0,4 - 2 - 0,4 - 1 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,0 - 0 - 0,1L,4 - 1 - 0,1938
9,New York GiantsGiants,8,2,1,0.8,194.0,79.0,115.0,6 - 1 - 0,2 - 1 - 1,5 - 2 - 1,0.714,8 - 2 - 1,0.8,0 - 0 - 0,1W,4 - 0 - 1,1938
0,Arizona CardinalsCardinals,1,10,0,0.091,84.0,254.0,-170.0,0 - 4 - 0,1 - 6 - 0,0 - 8 - 0,0.0,1 - 10 - 0,0.091,0 - 0 - 0,8L,0 - 5 - 0,1939
1,Philadelphia EaglesEagles,1,9,1,0.1,105.0,200.0,-95.0,1 - 3 - 1,0 - 6 - 0,1 - 6 - 1,0.143,1 - 9 - 1,0.1,0 - 0 - 0,2L,1 - 4 - 0,1939
2,Pittsburgh SteelersPirates,1,9,1,0.1,114.0,216.0,-102.0,1 - 4 - 0,0 - 5 - 1,1 - 7 - 0,0.125,1 - 9 - 1,0.1,0 - 0 - 0,1W,1 - 3 - 1,1939
3,New York YankeesDodgers,4,6,1,0.4,108.0,219.0,-111.0,4 - 3 - 0,0 - 3 - 1,3 - 4 - 1,0.429,4 - 6 - 1,0.4,0 - 0 - 0,3L,1 - 4 - 0,1939
4,Los Angeles RamsRams,5,5,1,0.5,195.0,164.0,31.0,3 - 2 - 1,2 - 3 - 0,4 - 4 - 0,0.5,5 - 5 - 1,0.5,0 - 0 - 0,1W,3 - 1 - 1,1939
5,Detroit LionsLions,6,5,0,0.545,145.0,150.0,-5.0,4 - 2 - 0,2 - 3 - 0,4 - 4 - 0,0.5,6 - 5 - 0,0.545,0 - 0 - 0,4L,1 - 4 - 0,1939
6,Chicago BearsBears,8,3,0,0.727,298.0,157.0,141.0,4 - 1 - 0,4 - 2 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,0 - 0 - 0,4W,4 - 1 - 0,1939
7,Washington CommandersRedskins,8,2,1,0.8,242.0,94.0,148.0,5 - 0 - 1,3 - 2 - 0,6 - 1 - 1,0.857,8 - 2 - 1,0.8,0 - 0 - 0,1L,4 - 1 - 0,1939
8,Green Bay PackersPackers,9,2,0,0.818,233.0,153.0,80.0,4 - 1 - 0,5 - 1 - 0,6 - 2 - 0,0.75,9 - 2 - 0,0.818,0 - 0 - 0,4W,4 - 1 - 0,1939
9,New York GiantsGiants,9,1,1,0.9,168.0,85.0,83.0,6 - 0 - 0,3 - 1 - 1,7 - 0 - 1,1.0,9 - 1 - 1,0.9,0 - 0 - 0,4W,4 - 1 - 0,1939
0,Philadelphia EaglesEagles,1,10,0,0.091,111.0,211.0,-100.0,1 - 4 - 0,0 - 6 - 0,1 - 7 - 0,0.125,1 - 10 - 0,0.091,0 - 0 - 0,1L,1 - 4 - 0,1940
1,Arizona CardinalsCardinals,2,7,2,0.222,139.0,222.0,-83.0,2 - 1 - 1,0 - 6 - 1,2 - 5 - 1,0.286,2 - 7 - 2,0.222,0 - 0 - 0,3L,1 - 4 - 0,1940
2,Pittsburgh SteelersPirates,2,7,2,0.222,60.0,178.0,-118.0,1 - 2 - 2,1 - 5 - 0,1 - 6 - 1,0.143,2 - 7 - 2,0.222,0 - 0 - 0,1L,1 - 4 - 0,1940
3,Los Angeles RamsRams,4,6,1,0.4,171.0,191.0,-20.0,3 - 1 - 1,1 - 5 - 0,2 - 5 - 1,0.286,4 - 6 - 1,0.4,0 - 0 - 0,1T,2 - 2 - 1,1940
4,Detroit LionsLions,5,5,1,0.5,138.0,153.0,-15.0,3 - 3 - 0,2 - 2 - 1,4 - 3 - 1,0.571,5 - 5 - 1,0.5,0 - 0 - 0,1L,2 - 3 - 0,1940
5,Green Bay PackersPackers,6,4,1,0.6,238.0,155.0,83.0,4 - 2 - 0,2 - 2 - 1,4 - 3 - 1,0.571,6 - 4 - 1,0.6,0 - 0 - 0,1T,2 - 2 - 1,1940
6,New York GiantsGiants,6,4,1,0.6,131.0,133.0,-2.0,4 - 3 - 0,2 - 1 - 1,5 - 2 - 1,0.714,6 - 4 - 1,0.6,0 - 0 - 0,1L,3 - 2 - 0,1940
7,Chicago BearsBears,8,3,0,0.727,238.0,152.0,86.0,5 - 0 - 0,3 - 3 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,0 - 0 - 0,2W,3 - 2 - 0,1940
8,New York YankeesDodgers,8,3,0,0.727,186.0,120.0,66.0,5 - 1 - 0,3 - 2 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,0 - 0 - 0,4W,4 - 1 - 0,1940
9,Washington CommandersRedskins,9,2,0,0.818,245.0,142.0,103.0,6 - 0 - 0,3 - 2 - 0,6 - 2 - 0,0.75,9 - 2 - 0,0.818,0 - 0 - 0,1W,3 - 2 - 0,1940
0,Pittsburgh SteelersSteelers,1,9,1,0.1,103.0,276.0,-173.0,1 - 4 - 0,0 - 5 - 1,1 - 6 - 1,0.143,1 - 9 - 1,0.1,0 - 0 - 0,2L,1 - 3 - 1,1941
1,Los Angeles RamsRams,2,9,0,0.182,116.0,244.0,-128.0,1 - 4 - 0,1 - 5 - 0,1 - 7 - 0,0.125,2 - 9 - 0,0.182,0 - 0 - 0,9L,0 - 5 - 0,1941
2,Philadelphia EaglesEagles,2,8,1,0.2,119.0,218.0,-99.0,1 - 4 - 1,1 - 4 - 0,1 - 6 - 1,0.143,2 - 8 - 1,0.2,0 - 0 - 0,3L,0 - 4 - 1,1941
3,Arizona CardinalsCardinals,3,7,1,0.3,127.0,197.0,-70.0,0 - 3 - 1,3 - 4 - 0,1 - 6 - 1,0.143,3 - 7 - 1,0.3,0 - 0 - 0,2L,2 - 3 - 0,1941
4,Detroit LionsLions,4,6,1,0.4,121.0,195.0,-74.0,3 - 2 - 0,1 - 4 - 1,3 - 4 - 1,0.429,4 - 6 - 1,0.4,0 - 0 - 0,1W,3 - 2 - 0,1941
5,Washington CommandersRedskins,6,5,0,0.545,176.0,174.0,2.0,4 - 2 - 0,2 - 3 - 0,5 - 3 - 0,0.625,6 - 5 - 0,0.545,0 - 0 - 0,1W,1 - 4 - 0,1941
6,New York YankeesDodgers,7,4,0,0.636,158.0,127.0,31.0,5 - 1 - 0,2 - 3 - 0,6 - 2 - 0,0.75,7 - 4 - 0,0.636,0 - 0 - 0,2W,4 - 1 - 0,1941
7,New York GiantsGiants,8,3,0,0.727,238.0,114.0,124.0,5 - 2 - 0,3 - 1 - 0,6 - 2 - 0,0.75,8 - 3 - 0,0.727,0 - 0 - 0,1L,3 - 2 - 0,1941
8,Chicago BearsBears,10,1,0,0.909,396.0,147.0,249.0,5 - 1 - 0,5 - 0 - 0,7 - 1 - 0,0.875,10 - 1 - 0,0.909,0 - 0 - 0,5W,5 - 0 - 0,1941
9,Green Bay PackersPackers,10,1,0,0.909,258.0,120.0,138.0,4 - 1 - 0,6 - 0 - 0,7 - 1 - 0,0.875,10 - 1 - 0,0.909,0 - 0 - 0,8W,5 - 0 - 0,1941
0,Detroit LionsLions,0,11,0,0.0,38.0,263.0,-225.0,0 - 7 - 0,0 - 4 - 0,0 - 8 - 0,0.0,0 - 11 - 0,0.0,0 - 0 - 0,11L,0 - 5 - 0,1942
1,Philadelphia EaglesEagles,2,9,0,0.182,134.0,239.0,-105.0,0 - 5 - 0,2 - 4 - 0,2 - 6 - 0,0.25,2 - 9 - 0,0.182,0 - 0 - 0,1L,1 - 4 - 0,1942
2,Arizona CardinalsCardinals,3,8,0,0.273,98.0,209.0,-111.0,2 - 2 - 0,1 - 6 - 0,3 - 5 - 0,0.375,3 - 8 - 0,0.273,0 - 0 - 0,6L,0 - 5 - 0,1942
3,New York YankeesDodgers,3,8,0,0.273,100.0,168.0,-68.0,1 - 5 - 0,2 - 3 - 0,2 - 6 - 0,0.25,3 - 8 - 0,0.273,0 - 0 - 0,6L,0 - 5 - 0,1942
4,Los Angeles RamsRams,5,6,0,0.455,150.0,207.0,-57.0,3 - 2 - 0,2 - 4 - 0,3 - 5 - 0,0.375,5 - 6 - 0,0.455,0 - 0 - 0,1L,3 - 2 - 0,1942
5,New York GiantsGiants,5,5,1,0.5,155.0,139.0,16.0,3 - 2 - 1,2 - 3 - 0,4 - 4 - 0,0.5,5 - 5 - 1,0.5,0 - 0 - 0,2W,3 - 1 - 1,1942
6,Pittsburgh SteelersSteelers,7,4,0,0.636,167.0,119.0,48.0,3 - 2 - 0,4 - 2 - 0,5 - 3 - 0,0.625,7 - 4 - 0,0.636,0 - 0 - 0,1L,4 - 1 - 0,1942
7,Green Bay PackersPackers,8,2,1,0.8,300.0,215.0,85.0,4 - 1 - 0,4 - 1 - 1,6 - 2 - 0,0.75,8 - 2 - 1,0.8,0 - 0 - 0,2W,3 - 1 - 1,1942
8,Washington CommandersRedskins,10,1,0,0.909,227.0,102.0,125.0,5 - 1 - 0,5 - 0 - 0,7 - 1 - 0,0.875,10 - 1 - 0,0.909,0 - 0 - 0,9W,5 - 0 - 0,1942
9,Chicago BearsBears,11,0,0,1.0,376.0,84.0,292.0,6 - 0 - 0,5 - 0 - 0,8 - 0 - 0,1.0,11 - 0 - 0,1.0,0 - 0 - 0,11W,5 - 0 - 0,1942
0,Arizona CardinalsCardinals,0,10,0,0.0,95.0,238.0,-143.0,0 - 3 - 0,0 - 7 - 0,0 - 6 - 0,0.0,0 - 10 - 0,0.0,0 - 0 - 0,10L,0 - 5 - 0,1943
1,New York YankeesDodgers,2,8,0,0.2,65.0,234.0,-169.0,2 - 3 - 0,0 - 5 - 0,1 - 5 - 0,0.167,2 - 8 - 0,0.2,0 - 0 - 0,2L,2 - 3 - 0,1943
2,Detroit LionsLions,3,6,1,0.333,178.0,218.0,-40.0,2 - 2 - 1,1 - 4 - 0,2 - 4 - 0,0.333,3 - 6 - 1,0.333,0 - 0 - 0,2L,0 - 4 - 1,1943
3,Phil-Pitt CombineCombine (AKA Steagle,5,4,1,0.556,225.0,230.0,-5.0,4 - 1 - 1,1 - 3 - 0,3 - 2 - 1,0.6,5 - 4 - 1,0.556,0 - 0 - 0,1L,2 - 2 - 1,1943
4,New York GiantsGiants,6,3,1,0.667,197.0,170.0,27.0,4 - 2 - 0,2 - 1 - 1,5 - 1 - 0,0.833,6 - 3 - 1,0.667,0 - 0 - 0,4W,4 - 1 - 0,1943
5,Washington CommandersRedskins,6,3,1,0.667,229.0,137.0,92.0,4 - 2 - 0,2 - 1 - 1,2 - 3 - 1,0.4,6 - 3 - 1,0.667,0 - 0 - 0,3L,2 - 3 - 0,1943
6,Green Bay PackersPackers,7,2,1,0.778,264.0,172.0,92.0,2 - 1 - 1,5 - 1 - 0,4 - 1 - 1,0.8,7 - 2 - 1,0.778,0 - 0 - 0,3W,4 - 1 - 0,1943
7,Chicago BearsBears,8,1,1,0.889,303.0,157.0,146.0,5 - 0 - 0,3 - 1 - 1,5 - 0 - 1,1.0,8 - 1 - 1,0.889,0 - 0 - 0,1W,4 - 1 - 0,1943
0,Card-Pitt CombineCombine,0,10,0,0.0,108.0,328.0,-220.0,0 - 5 - 0,0 - 5 - 0,0 - 8 - 0,0.0,0 - 10 - 0,0.0,0 - 0 - 0,10L,0 - 5 - 0,1944
1,New York YankeesTigers,0,10,0,0.0,69.0,166.0,-97.0,0 - 4 - 0,0 - 6 - 0,0 - 8 - 0,0.0,0 - 10 - 0,0.0,0 - 0 - 0,10L,0 - 5 - 0,1944
2,Dallas TexansYanks,2,8,0,0.2,82.0,233.0,-151.0,1 - 3 - 0,1 - 5 - 0,2 - 6 - 0,0.25,2 - 8 - 0,0.2,0 - 0 - 0,2L,1 - 4 - 0,1944
3,Los Angeles RamsRams,4,6,0,0.4,188.0,224.0,-36.0,1 - 2 - 0,3 - 4 - 0,4 - 4 - 0,0.5,4 - 6 - 0,0.4,0 - 0 - 0,2L,1 - 4 - 0,1944
4,Chicago BearsBears,6,3,1,0.667,258.0,172.0,86.0,4 - 0 - 1,2 - 3 - 0,4 - 3 - 1,0.571,6 - 3 - 1,0.667,0 - 0 - 0,2W,4 - 1 - 0,1944
5,Detroit LionsLions,6,3,1,0.667,216.0,151.0,65.0,4 - 2 - 0,2 - 1 - 1,4 - 3 - 1,0.571,6 - 3 - 1,0.667,0 - 0 - 0,5W,5 - 0 - 0,1944
6,Washington CommandersRedskins,6,3,1,0.667,169.0,180.0,-11.0,4 - 2 - 0,2 - 1 - 1,4 - 3 - 1,0.571,6 - 3 - 1,0.667,0 - 0 - 0,2L,2 - 3 - 0,1944
7,Philadelphia EaglesEagles,7,1,2,0.875,267.0,131.0,136.0,3 - 1 - 2,4 - 0 - 0,6 - 0 - 2,1.0,7 - 1 - 2,0.875,0 - 0 - 0,2W,3 - 1 - 1,1944
8,Green Bay PackersPackers,8,2,0,0.8,238.0,141.0,97.0,5 - 0 - 0,3 - 2 - 0,7 - 1 - 0,0.875,8 - 2 - 0,0.8,0 - 0 - 0,1W,3 - 2 - 0,1944
9,New York GiantsGiants,8,1,1,0.889,206.0,75.0,131.0,5 - 1 - 0,3 - 0 - 1,6 - 1 - 1,0.857,8 - 1 - 1,0.889,0 - 0 - 0,4W,4 - 0 - 1,1944
0,Arizona CardinalsCardinals,1,9,0,0.1,98.0,228.0,-130.0,0 - 3 - 0,1 - 6 - 0,1 - 6 - 0,0.143,1 - 9 - 0,0.1,0 - 0 - 0,6L,0 - 5 - 0,1945
1,Pittsburgh SteelersSteelers,2,8,0,0.2,79.0,220.0,-141.0,1 - 4 - 0,1 - 4 - 0,1 - 7 - 0,0.125,2 - 8 - 0,0.2,0 - 0 - 0,3L,1 - 4 - 0,1945
2,Chicago BearsBears,3,7,0,0.3,192.0,235.0,-43.0,2 - 3 - 0,1 - 4 - 0,2 - 6 - 0,0.25,3 - 7 - 0,0.3,0 - 0 - 0,2W,3 - 2 - 0,1945
3,Dallas TexansYanks,3,6,1,0.333,123.0,211.0,-88.0,2 - 2 - 1,1 - 4 - 0,3 - 2 - 1,0.6,3 - 6 - 1,0.333,0 - 0 - 0,5L,0 - 5 - 0,1945
4,New York GiantsGiants,3,6,1,0.333,179.0,198.0,-19.0,2 - 4 - 0,1 - 2 - 1,2 - 4 - 1,0.333,3 - 6 - 1,0.333,0 - 0 - 0,1L,2 - 3 - 0,1945
5,Green Bay PackersPackers,6,4,0,0.6,258.0,173.0,85.0,4 - 1 - 0,2 - 3 - 0,3 - 4 - 0,0.429,6 - 4 - 0,0.6,0 - 0 - 0,1L,2 - 3 - 0,1945
6,Detroit LionsLions,7,3,0,0.7,195.0,194.0,1.0,4 - 1 - 0,3 - 2 - 0,5 - 2 - 0,0.714,7 - 3 - 0,0.7,0 - 0 - 0,1W,3 - 2 - 0,1945
7,Philadelphia EaglesEagles,7,3,0,0.7,272.0,133.0,139.0,6 - 0 - 0,1 - 3 - 0,5 - 2 - 0,0.714,7 - 3 - 0,0.7,0 - 0 - 0,1W,4 - 1 - 0,1945
8,Washington CommandersRedskins,8,2,0,0.8,209.0,121.0,88.0,6 - 0 - 0,2 - 2 - 0,6 - 2 - 0,0.75,8 - 2 - 0,0.8,0 - 0 - 0,2W,4 - 1 - 0,1945
9,Los Angeles RamsRams,9,1,0,0.9,244.0,136.0,108.0,4 - 0 - 0,5 - 1 - 0,7 - 0 - 0,1.0,9 - 1 - 0,0.9,0 - 0 - 0,5W,5 - 0 - 0,1945
